User_ID,Age,Gender,Occupation,Game_Type,Daily_Gaming_Hours,Weekly_Gaming_Hours,Primary_Gaming_Time,Sleep_Hours,Stress_Level,Focus_Level,Academic_or_Work_Score,Productivity_Level,Performance_Impact,Gaming_Intensity,Sleep_Quality,Overall_Performance,Age_Group,High_Stress,Performance_Category
U0354,22,Male,Working Professional,Sports,5.3,37.1,Night,6.0,6,6,58,55,Neutral,Heavy (4-6h),Adequate (5-7h),56.5,18-22,False,Low
U0355,33,Female,Student,Puzzle,5.4,37.8,Night,8.4,4,5,66,62,Neutral,Heavy (4-6h),Good (7h+),64.0,33+,False,Medium
U0356,23,Female,Student,Strategy,0.8,5.6,Night,6.3,5,9,65,69,Neutral,Light (0-2h),Adequate (5-7h),67.0,23-27,False,Medium
U0357,19,Male,Working Professional,Action,2.9,20.3,Evening,6.2,8,6,79,74,Neutral,Moderate (2-4h),Adequate (5-7h),76.5,18-22,True,High
U0358,25,Male,Working Professional,Puzzle,4.7,32.9,Morning,6.6,2,8,55,60,Neutral,Heavy (4-6h),Adequate (5-7h),57.5,23-27,False,Low
U0359,27,Female,Working Professional,Casual,1.1,7.7,Night,6.5,6,4,59,54,Neutral,Light (0-2h),Adequate (5-7h),56.5,23-27,False,Low
U0360,24,Male,Working Professional,Action,3.8,26.6,Morning,5.9,4,5,86,86,Neutral,Moderate (2-4h),Adequate (5-7h),86.0,23-27,False,High
U0361,34,Male,Student,Puzzle,1.7,11.9,Night,8.4,5,8,56,60,Positive,Light (0-2h),Good (7h+),58.0,33+,False,Low
U0362,19,Male,Student,Casual,4.1,28.7,Morning,4.6,6,9,89,93,Negative,Heavy (4-6h),Poor (<5h),91.0,18-22,False,Excellent
U0363,26,Female,Student,Strategy,0.8,5.6,Night,5.0,9,6,62,65,Neutral,Light (0-2h),Poor (<5h),63.5,23-27,True,Medium
U0364,34,Female,Student,Sports,4.3,30.1,Morning,4.5,8,8,61,66,Negative,Heavy (4-6h),Poor (<5h),63.5,33+,True,Medium
U0365,24,Male,Working Professional,Simulation,3.3,23.1,Morning,7.0,6,3,61,63,Neutral,Moderate (2-4h),Adequate (5-7h),62.0,23-27,False,Medium
U0366,24,Female,Working Professional,Strategy,2.5,17.5,Morning,6.1,4,3,90,92,Neutral,Moderate (2-4h),Adequate (5-7h),91.0,23-27,False,Excellent
U0367,33,Male,Student,Simulation,0.6,4.2,Morning,4.9,3,9,91,96,Neutral,Light (0-2h),Poor (<5h),93.5,33+,False,Excellent
U0368,27,Female,Working Professional,Action,4.5,31.5,Morning,4.9,6,8,69,71,Negative,Heavy (4-6h),Poor (<5h),70.0,23-27,False,Medium
U0369,21,Male,Student,Action,5.0,35.0,Morning,8.0,6,5,75,76,Neutral,Heavy (4-6h),Good (7h+),75.5,18-22,False,High
U0370,20,Female,Working Professional,Strategy,4.1,28.7,Morning,5.2,7,6,94,93,Negative,Heavy (4-6h),Adequate (5-7h),93.5,18-22,True,Excellent
U0371,31,Male,Student,Strategy,2.7,18.9,Night,8.3,6,9,79,81,Neutral,Moderate (2-4h),Good (7h+),80.0,28-32,False,High
U0372,33,Female,Student,Simulation,4.5,31.5,Evening,8.4,4,3,81,85,Neutral,Heavy (4-6h),Good (7h+),83.0,33+,False,High
U0373,31,Female,Student,Action,4.8,33.6,Evening,6.9,4,6,86,82,Neutral,Heavy (4-6h),Adequate (5-7h),84.0,28-32,False,High
U0374,34,Male,Working Professional,Casual,4.1,28.7,Night,4.5,5,8,76,79,Negative,Heavy (4-6h),Poor (<5h),77.5,33+,False,High
U0375,19,Male,Student,Simulation,1.9,13.3,Evening,5.9,8,4,90,94,Neutral,Light (0-2h),Adequate (5-7h),92.0,18-22,True,Excellent
U0376,25,Female,Working Professional,Action,5.2,36.4,Night,8.0,3,9,86,86,Neutral,Heavy (4-6h),Good (7h+),86.0,23-27,False,High
U0377,32,Female,Working Professional,Action,1.7,11.9,Evening,7.1,8,9,70,66,Positive,Light (0-2h),Good (7h+),68.0,28-32,True,Medium
U0378,30,Female,Student,Simulation,3.0,21.0,Night,5.0,9,8,56,52,Neutral,Moderate (2-4h),Poor (<5h),54.0,28-32,True,Low
U0379,32,Female,Working Professional,Action,0.5,3.5,Morning,4.9,6,7,90,88,Neutral,Light (0-2h),Poor (<5h),89.0,28-32,False,High
U0380,21,Male,Student,Action,5.1,35.7,Evening,5.8,9,8,78,80,Negative,Heavy (4-6h),Adequate (5-7h),79.0,18-22,True,High
U0381,21,Male,Student,Sports,2.5,17.5,Morning,7.0,6,7,88,88,Neutral,Moderate (2-4h),Adequate (5-7h),88.0,18-22,False,High
U0382,24,Male,Student,Sports,5.0,35.0,Morning,7.5,8,3,71,75,Neutral,Heavy (4-6h),Good (7h+),73.0,23-27,True,Medium
U0383,21,Female,Working Professional,Casual,3.0,21.0,Night,7.6,7,3,81,76,Neutral,Moderate (2-4h),Good (7h+),78.5,18-22,True,High
U0384,35,Female,Working Professional,Simulation,5.8,40.6,Morning,5.0,9,3,88,83,Negative,Heavy (4-6h),Poor (<5h),85.5,33+,True,High
U0385,28,Female,Working Professional,Simulation,4.3,30.1,Night,5.2,4,3,79,84,Negative,Heavy (4-6h),Adequate (5-7h),81.5,28-32,False,High
U0386,22,Female,Working Professional,Casual,4.7,32.9,Night,5.6,7,5,83,80,Negative,Heavy (4-6h),Adequate (5-7h),81.5,18-22,True,High
U0387,27,Female,Student,Casual,5.2,36.4,Night,7.3,5,4,68,72,Neutral,Heavy (4-6h),Good (7h+),70.0,23-27,False,Medium
U0388,35,Female,Working Professional,Casual,5.9,41.3,Night,5.2,7,8,62,62,Negative,Heavy (4-6h),Adequate (5-7h),62.0,33+,True,Medium
U0389,21,Male,Working Professional,Strategy,5.4,37.8,Morning,6.6,8,9,55,58,Neutral,Heavy (4-6h),Adequate (5-7h),56.5,18-22,True,Low
U0390,19,Female,Student,Simulation,4.2,29.4,Morning,5.3,4,5,71,68,Negative,Heavy (4-6h),Adequate (5-7h),69.5,18-22,False,Medium
U0391,25,Female,Student,Sports,2.5,17.5,Evening,6.3,5,8,90,91,Neutral,Moderate (2-4h),Adequate (5-7h),90.5,23-27,False,Excellent
U0392,26,Male,Working Professional,Strategy,2.8,19.6,Night,7.7,7,7,58,53,Neutral,Moderate (2-4h),Good (7h+),55.5,23-27,True,Low
U0393,32,Male,Student,Strategy,4.4,30.8,Morning,7.1,5,9,67,66,Neutral,Heavy (4-6h),Good (7h+),66.5,28-32,False,Medium
U0394,26,Male,Student,Simulation,4.5,31.5,Evening,5.0,2,6,72,75,Negative,Heavy (4-6h),Poor (<5h),73.5,23-27,False,Medium
U0395,19,Female,Working Professional,Simulation,0.5,3.5,Night,6.4,4,3,64,64,Neutral,Light (0-2h),Adequate (5-7h),64.0,18-22,False,Medium
U0396,34,Male,Student,Sports,2.5,17.5,Night,7.6,7,7,69,66,Neutral,Moderate (2-4h),Good (7h+),67.5,33+,True,Medium
U0397,29,Female,Student,Simulation,3.5,24.5,Night,4.9,5,4,76,76,Neutral,Moderate (2-4h),Poor (<5h),76.0,28-32,False,High
U0398,25,Male,Student,Casual,3.1,21.7,Evening,6.7,2,3,77,79,Neutral,Moderate (2-4h),Adequate (5-7h),78.0,23-27,False,High
U0399,27,Male,Working Professional,Simulation,2.6,18.2,Night,7.7,3,6,71,74,Neutral,Moderate (2-4h),Good (7h+),72.5,23-27,False,Medium
U0400,21,Male,Student,Casual,3.0,21.0,Morning,4.7,5,5,87,83,Neutral,Moderate (2-4h),Poor (<5h),85.0,18-22,False,High
U0401,24,Female,Student,Casual,1.7,11.9,Night,7.0,5,9,82,78,Positive,Light (0-2h),Adequate (5-7h),80.0,23-27,False,High
U0402,19,Male,Working Professional,Simulation,1.3,9.1,Morning,6.3,7,3,60,56,Neutral,Light (0-2h),Adequate (5-7h),58.0,18-22,True,Low
U0403,30,Female,Working Professional,Action,3.7,25.9,Evening,5.4,6,6,79,81,Neutral,Moderate (2-4h),Adequate (5-7h),80.0,28-32,False,High
U0404,20,Female,Student,Puzzle,4.2,29.4,Night,6.6,3,9,92,87,Neutral,Heavy (4-6h),Adequate (5-7h),89.5,18-22,False,High
U0405,18,Female,Student,Simulation,2.2,15.4,Morning,4.8,9,6,80,85,Neutral,Moderate (2-4h),Poor (<5h),82.5,18-22,True,High
U0406,29,Male,Student,Action,1.3,9.1,Morning,6.1,6,8,64,63,Neutral,Light (0-2h),Adequate (5-7h),63.5,28-32,False,Medium
U0407,24,Female,Student,Strategy,0.5,3.5,Morning,6.9,3,5,68,68,Neutral,Light (0-2h),Adequate (5-7h),68.0,23-27,False,Medium
U0408,19,Female,Student,Puzzle,1.7,11.9,Night,7.8,5,3,66,71,Positive,Light (0-2h),Good (7h+),68.5,18-22,False,Medium
U0409,25,Male,Working Professional,Simulation,0.9,6.3,Morning,4.9,9,5,77,74,Neutral,Light (0-2h),Poor (<5h),75.5,23-27,True,High
U0410,27,Male,Working Professional,Puzzle,5.5,38.5,Evening,5.8,9,5,94,99,Negative,Heavy (4-6h),Adequate (5-7h),96.5,23-27,True,Excellent
U0411,29,Male,Working Professional,Sports,1.4,9.8,Evening,5.8,5,8,82,81,Neutral,Light (0-2h),Adequate (5-7h),81.5,28-32,False,High
U0412,20,Female,Student,Simulation,2.9,20.3,Morning,7.6,9,7,61,58,Neutral,Moderate (2-4h),Good (7h+),59.5,18-22,True,Low
U0413,34,Male,Working Professional,Simulation,1.9,13.3,Morning,8.0,3,8,59,54,Positive,Light (0-2h),Good (7h+),56.5,33+,False,Low
U0414,30,Male,Working Professional,Strategy,5.5,38.5,Evening,6.7,9,8,64,64,Neutral,Heavy (4-6h),Adequate (5-7h),64.0,28-32,True,Medium
U0415,25,Male,Student,Sports,3.3,23.1,Morning,4.9,7,7,55,60,Neutral,Moderate (2-4h),Poor (<5h),57.5,23-27,True,Low
U0416,19,Male,Working Professional,Strategy,1.5,10.5,Morning,8.3,4,8,85,85,Positive,Light (0-2h),Good (7h+),85.0,18-22,False,High
U0417,33,Female,Student,Action,2.0,14.0,Night,5.4,5,7,78,79,Neutral,Light (0-2h),Adequate (5-7h),78.5,33+,False,High
U0418,35,Male,Working Professional,Casual,2.3,16.1,Evening,7.3,6,9,71,75,Neutral,Moderate (2-4h),Good (7h+),73.0,33+,False,Medium
U0419,25,Female,Working Professional,Puzzle,2.5,17.5,Evening,7.1,3,7,71,72,Neutral,Moderate (2-4h),Good (7h+),71.5,23-27,False,Medium
U0420,23,Male,Student,Simulation,4.9,34.3,Night,8.0,2,7,63,65,Neutral,Heavy (4-6h),Good (7h+),64.0,23-27,False,Medium
U0421,25,Female,Working Professional,Casual,2.0,14.0,Morning,5.1,4,5,93,89,Neutral,Light (0-2h),Adequate (5-7h),91.0,23-27,False,Excellent
U0422,31,Male,Student,Action,3.1,21.7,Morning,6.4,5,7,65,70,Neutral,Moderate (2-4h),Adequate (5-7h),67.5,28-32,False,Medium
U0423,23,Female,Student,Simulation,3.7,25.9,Evening,5.1,2,7,64,59,Neutral,Moderate (2-4h),Adequate (5-7h),61.5,23-27,False,Medium
U0424,24,Female,Working Professional,Sports,3.8,26.6,Morning,6.8,2,8,73,69,Neutral,Moderate (2-4h),Adequate (5-7h),71.0,23-27,False,Medium
U0425,34,Female,Student,Casual,1.7,11.9,Night,6.1,4,9,92,89,Neutral,Light (0-2h),Adequate (5-7h),90.5,33+,False,Excellent
U0426,22,Male,Student,Strategy,2.4,16.8,Night,6.3,3,4,79,80,Neutral,Moderate (2-4h),Adequate (5-7h),79.5,18-22,False,High
U0427,21,Male,Working Professional,Simulation,5.2,36.4,Night,6.5,8,9,64,68,Neutral,Heavy (4-6h),Adequate (5-7h),66.0,18-22,True,Medium
U0428,22,Male,Working Professional,Simulation,0.7,4.9,Evening,7.6,3,3,85,90,Positive,Light (0-2h),Good (7h+),87.5,18-22,False,High
U0429,29,Male,Working Professional,Strategy,2.5,17.5,Evening,4.7,8,4,85,86,Neutral,Moderate (2-4h),Poor (<5h),85.5,28-32,True,High
U0430,31,Female,Student,Action,3.1,21.7,Night,5.4,3,5,93,96,Neutral,Moderate (2-4h),Adequate (5-7h),94.5,28-32,False,Excellent
U0431,24,Female,Working Professional,Puzzle,4.6,32.2,Morning,4.5,3,7,55,56,Negative,Heavy (4-6h),Poor (<5h),55.5,23-27,False,Low
U0432,29,Female,Working Professional,Strategy,1.4,9.8,Evening,7.1,6,5,89,90,Positive,Light (0-2h),Good (7h+),89.5,28-32,False,High
U0433,33,Female,Working Professional,Simulation,3.5,24.5,Evening,6.7,4,5,90,93,Neutral,Moderate (2-4h),Adequate (5-7h),91.5,33+,False,Excellent
U0434,32,Male,Student,Strategy,4.8,33.6,Night,6.1,4,9,62,60,Neutral,Heavy (4-6h),Adequate (5-7h),61.0,28-32,False,Medium
U0435,18,Male,Student,Sports,2.7,18.9,Night,5.9,2,4,79,84,Neutral,Moderate (2-4h),Adequate (5-7h),81.5,18-22,False,High
U0436,19,Female,Working Professional,Simulation,2.9,20.3,Night,4.8,5,5,60,64,Neutral,Moderate (2-4h),Poor (<5h),62.0,18-22,False,Medium
U0437,33,Female,Student,Strategy,3.4,23.8,Night,7.3,2,9,66,71,Neutral,Moderate (2-4h),Good (7h+),68.5,33+,False,Medium
U0438,34,Male,Student,Casual,5.6,39.2,Morning,6.6,5,3,93,96,Neutral,Heavy (4-6h),Adequate (5-7h),94.5,33+,False,Excellent
U0439,29,Female,Working Professional,Simulation,2.5,17.5,Morning,7.1,4,3,72,73,Neutral,Moderate (2-4h),Good (7h+),72.5,28-32,False,Medium
U0440,35,Female,Working Professional,Puzzle,3.3,23.1,Morning,7.4,3,3,90,89,Neutral,Moderate (2-4h),Good (7h+),89.5,33+,False,High
U0441,23,Female,Student,Simulation,3.8,26.6,Morning,5.3,8,7,55,54,Neutral,Moderate (2-4h),Adequate (5-7h),54.5,23-27,True,Low
U0442,35,Female,Working Professional,Sports,3.3,23.1,Night,5.9,3,9,87,86,Neutral,Moderate (2-4h),Adequate (5-7h),86.5,33+,False,High
U0443,32,Male,Working Professional,Action,3.2,22.4,Evening,5.5,7,9,84,89,Neutral,Moderate (2-4h),Adequate (5-7h),86.5,28-32,True,High
U0444,31,Female,Student,Casual,0.9,6.3,Evening,7.0,5,8,69,69,Positive,Light (0-2h),Adequate (5-7h),69.0,28-32,False,Medium
U0445,33,Female,Working Professional,Strategy,1.9,13.3,Night,4.9,7,3,90,87,Neutral,Light (0-2h),Poor (<5h),88.5,33+,True,High
U0446,25,Female,Student,Strategy,2.0,14.0,Morning,8.3,5,6,67,65,Positive,Light (0-2h),Good (7h+),66.0,23-27,False,Medium
U0447,20,Female,Student,Simulation,5.1,35.7,Morning,7.8,7,4,61,57,Neutral,Heavy (4-6h),Good (7h+),59.0,18-22,True,Low
U0448,33,Male,Working Professional,Sports,5.2,36.4,Morning,6.0,7,6,91,90,Neutral,Heavy (4-6h),Adequate (5-7h),90.5,33+,True,Excellent
U0449,34,Female,Working Professional,Casual,4.6,32.2,Morning,5.0,8,6,89,84,Negative,Heavy (4-6h),Poor (<5h),86.5,33+,True,High
U0450,24,Female,Student,Puzzle,3.0,21.0,Evening,5.0,9,5,55,50,Neutral,Moderate (2-4h),Poor (<5h),52.5,23-27,True,Low
U0451,28,Female,Student,Sports,3.9,27.3,Evening,5.5,6,4,72,74,Neutral,Moderate (2-4h),Adequate (5-7h),73.0,28-32,False,Medium
U0452,32,Male,Student,Simulation,1.7,11.9,Night,7.3,7,5,80,79,Positive,Light (0-2h),Good (7h+),79.5,28-32,True,High
U0453,31,Female,Student,Strategy,1.8,12.6,Night,4.9,6,9,70,73,Neutral,Light (0-2h),Poor (<5h),71.5,28-32,False,Medium
U0454,34,Female,Working Professional,Puzzle,1.3,9.1,Evening,7.7,4,6,86,83,Positive,Light (0-2h),Good (7h+),84.5,33+,False,High
U0455,24,Female,Working Professional,Casual,3.6,25.2,Morning,6.8,8,3,65,60,Neutral,Moderate (2-4h),Adequate (5-7h),62.5,23-27,True,Medium
U0456,26,Female,Student,Sports,3.0,21.0,Morning,5.8,7,5,90,93,Neutral,Moderate (2-4h),Adequate (5-7h),91.5,23-27,True,Excellent
U0457,35,Male,Working Professional,Puzzle,2.4,16.8,Evening,7.2,5,7,91,96,Neutral,Moderate (2-4h),Good (7h+),93.5,33+,False,Excellent
U0458,27,Female,Student,Strategy,4.2,29.4,Night,6.4,9,3,79,83,Neutral,Heavy (4-6h),Adequate (5-7h),81.0,23-27,True,High
U0459,23,Female,Student,Puzzle,4.9,34.3,Evening,5.8,8,9,59,55,Negative,Heavy (4-6h),Adequate (5-7h),57.0,23-27,True,Low
U0460,34,Female,Working Professional,Strategy,4.1,28.7,Morning,7.3,8,5,83,83,Neutral,Heavy (4-6h),Good (7h+),83.0,33+,True,High
U0461,24,Male,Working Professional,Action,5.2,36.4,Morning,5.0,5,8,71,67,Negative,Heavy (4-6h),Poor (<5h),69.0,23-27,False,Medium
U0462,20,Male,Working Professional,Simulation,0.9,6.3,Morning,8.0,2,3,80,83,Positive,Light (0-2h),Good (7h+),81.5,18-22,False,High
U0463,27,Female,Student,Strategy,1.0,7.0,Night,8.2,8,5,69,67,Positive,Light (0-2h),Good (7h+),68.0,23-27,True,Medium
U0464,32,Female,Working Professional,Strategy,5.1,35.7,Night,4.6,7,9,75,77,Negative,Heavy (4-6h),Poor (<5h),76.0,28-32,True,High
U0465,31,Female,Working Professional,Sports,3.5,24.5,Night,6.9,9,8,95,99,Neutral,Moderate (2-4h),Adequate (5-7h),97.0,28-32,True,Excellent
U0466,22,Female,Student,Action,1.7,11.9,Night,4.9,6,5,81,80,Neutral,Light (0-2h),Poor (<5h),80.5,18-22,False,High
U0467,18,Female,Working Professional,Puzzle,5.0,35.0,Morning,7.9,7,5,85,88,Neutral,Heavy (4-6h),Good (7h+),86.5,18-22,True,High
U0468,29,Male,Working Professional,Simulation,4.7,32.9,Evening,7.7,5,9,55,58,Neutral,Heavy (4-6h),Good (7h+),56.5,28-32,False,Low
U0469,26,Male,Working Professional,Casual,2.7,18.9,Morning,5.2,8,9,79,77,Neutral,Moderate (2-4h),Adequate (5-7h),78.0,23-27,True,High
U0470,31,Male,Student,Strategy,3.3,23.1,Morning,7.7,6,5,89,88,Neutral,Moderate (2-4h),Good (7h+),88.5,28-32,False,High
U0471,24,Female,Student,Strategy,2.1,14.7,Morning,7.0,9,5,94,96,Neutral,Moderate (2-4h),Adequate (5-7h),95.0,23-27,True,Excellent
U0472,32,Male,Student,Action,5.8,40.6,Morning,4.6,3,5,72,69,Negative,Heavy (4-6h),Poor (<5h),70.5,28-32,False,Medium
U0473,32,Male,Working Professional,Action,0.6,4.2,Morning,5.4,8,5,86,86,Neutral,Light (0-2h),Adequate (5-7h),86.0,28-32,True,High
U0474,24,Female,Working Professional,Action,0.8,5.6,Morning,7.6,3,7,85,82,Positive,Light (0-2h),Good (7h+),83.5,23-27,False,High
U0475,19,Male,Working Professional,Casual,5.9,41.3,Morning,7.4,8,9,83,81,Neutral,Heavy (4-6h),Good (7h+),82.0,18-22,True,High
U0476,23,Male,Student,Puzzle,3.4,23.8,Evening,8.4,9,6,74,74,Neutral,Moderate (2-4h),Good (7h+),74.0,23-27,True,Medium
U0477,25,Female,Working Professional,Action,4.0,28.0,Morning,5.3,2,9,68,64,Negative,Moderate (2-4h),Adequate (5-7h),66.0,23-27,False,Medium
U0478,19,Female,Student,Puzzle,4.9,34.3,Morning,6.8,8,9,70,65,Neutral,Heavy (4-6h),Adequate (5-7h),67.5,18-22,True,Medium
U0479,19,Female,Student,Casual,1.9,13.3,Night,6.5,7,9,95,90,Neutral,Light (0-2h),Adequate (5-7h),92.5,18-22,True,Excellent
U0480,29,Female,Student,Action,4.9,34.3,Night,5.0,5,5,90,95,Negative,Heavy (4-6h),Poor (<5h),92.5,28-32,False,Excellent
U0481,35,Female,Working Professional,Strategy,2.6,18.2,Night,7.4,6,3,86,88,Neutral,Moderate (2-4h),Good (7h+),87.0,33+,False,High
U0482,23,Male,Student,Sports,1.5,10.5,Evening,5.9,9,5,93,96,Neutral,Light (0-2h),Adequate (5-7h),94.5,23-27,True,Excellent
U0483,30,Male,Student,Simulation,5.0,35.0,Evening,6.7,9,3,95,98,Neutral,Heavy (4-6h),Adequate (5-7h),96.5,28-32,True,Excellent
U0484,24,Female,Student,Simulation,4.8,33.6,Evening,5.5,3,8,89,90,Negative,Heavy (4-6h),Adequate (5-7h),89.5,23-27,False,High
U0485,20,Male,Student,Strategy,2.3,16.1,Morning,7.1,3,3,88,93,Neutral,Moderate (2-4h),Good (7h+),90.5,18-22,False,Excellent
U0486,30,Female,Working Professional,Action,1.6,11.2,Evening,6.4,3,3,91,96,Neutral,Light (0-2h),Adequate (5-7h),93.5,28-32,False,Excellent
U0487,32,Male,Working Professional,Simulation,1.7,11.9,Night,7.4,2,4,86,82,Positive,Light (0-2h),Good (7h+),84.0,28-32,False,High
U0488,26,Male,Student,Puzzle,5.7,39.9,Morning,6.2,7,9,58,62,Neutral,Heavy (4-6h),Adequate (5-7h),60.0,23-27,True,Low
U0489,30,Male,Student,Simulation,5.7,39.9,Night,8.3,3,3,69,72,Neutral,Heavy (4-6h),Good (7h+),70.5,28-32,False,Medium
U0490,21,Female,Working Professional,Casual,1.9,13.3,Night,7.0,4,7,90,91,Positive,Light (0-2h),Adequate (5-7h),90.5,18-22,False,Excellent
U0491,28,Male,Working Professional,Puzzle,2.8,19.6,Evening,4.9,4,7,80,83,Neutral,Moderate (2-4h),Poor (<5h),81.5,28-32,False,High
U0492,28,Male,Student,Sports,3.5,24.5,Night,8.5,7,6,95,96,Neutral,Moderate (2-4h),Good (7h+),95.5,28-32,True,Excellent
U0493,19,Female,Student,Simulation,5.6,39.2,Morning,5.5,9,6,80,75,Negative,Heavy (4-6h),Adequate (5-7h),77.5,18-22,True,High
U0494,18,Female,Student,Action,6.0,42.0,Morning,5.7,6,4,68,68,Negative,Heavy (4-6h),Adequate (5-7h),68.0,18-22,False,Medium
U0495,25,Female,Working Professional,Action,3.0,21.0,Night,5.1,6,5,92,90,Neutral,Moderate (2-4h),Adequate (5-7h),91.0,23-27,False,Excellent
U0496,23,Female,Student,Simulation,2.7,18.9,Night,8.2,3,8,75,77,Neutral,Moderate (2-4h),Good (7h+),76.0,23-27,False,High
U0497,29,Female,Working Professional,Action,2.2,15.4,Morning,7.4,8,3,58,58,Neutral,Moderate (2-4h),Good (7h+),58.0,28-32,True,Low
U0498,19,Female,Student,Puzzle,4.6,32.2,Night,7.9,2,8,95,96,Neutral,Heavy (4-6h),Good (7h+),95.5,18-22,False,Excellent
U0499,30,Female,Student,Strategy,3.6,25.2,Evening,5.8,5,4,58,63,Neutral,Moderate (2-4h),Adequate (5-7h),60.5,28-32,False,Medium
U0500,19,Female,Working Professional,Action,2.1,14.7,Evening,6.1,4,5,60,62,Neutral,Moderate (2-4h),Adequate (5-7h),61.0,18-22,False,Medium
U0501,35,Male,Working Professional,Sports,3.3,23.1,Night,7.6,4,9,63,65,Neutral,Moderate (2-4h),Good (7h+),64.0,33+,False,Medium
U0502,31,Female,Student,Action,3.6,25.2,Night,6.7,5,4,59,58,Neutral,Moderate (2-4h),Adequate (5-7h),58.5,28-32,False,Low
U0503,18,Female,Student,Puzzle,2.8,19.6,Night,6.0,5,5,77,81,Neutral,Moderate (2-4h),Adequate (5-7h),79.0,18-22,False,High
U0504,24,Female,Student,Casual,5.0,35.0,Morning,7.7,4,6,57,55,Neutral,Heavy (4-6h),Good (7h+),56.0,23-27,False,Low
U0505,28,Male,Working Professional,Sports,1.1,7.7,Evening,4.7,4,9,73,68,Neutral,Light (0-2h),Poor (<5h),70.5,28-32,False,Medium
U0506,26,Female,Student,Casual,0.6,4.2,Night,5.3,5,4,89,92,Neutral,Light (0-2h),Adequate (5-7h),90.5,23-27,False,Excellent
U0507,27,Male,Working Professional,Action,4.2,29.4,Evening,6.0,2,5,65,60,Neutral,Heavy (4-6h),Adequate (5-7h),62.5,23-27,False,Medium
U0508,29,Male,Student,Puzzle,4.1,28.7,Night,4.5,8,8,72,77,Negative,Heavy (4-6h),Poor (<5h),74.5,28-32,True,Medium
U0509,35,Male,Student,Strategy,2.6,18.2,Night,8.4,3,5,86,90,Neutral,Moderate (2-4h),Good (7h+),88.0,33+,False,High
U0510,27,Female,Working Professional,Sports,5.8,40.6,Night,6.7,2,3,70,73,Neutral,Heavy (4-6h),Adequate (5-7h),71.5,23-27,False,Medium
U0511,25,Female,Student,Casual,1.4,9.8,Evening,5.9,7,5,95,94,Neutral,Light (0-2h),Adequate (5-7h),94.5,23-27,True,Excellent
U0512,22,Female,Working Professional,Casual,5.3,37.1,Morning,8.1,2,7,72,70,Neutral,Heavy (4-6h),Good (7h+),71.0,18-22,False,Medium
U0513,22,Female,Working Professional,Simulation,1.0,7.0,Evening,6.0,5,6,70,74,Neutral,Light (0-2h),Adequate (5-7h),72.0,18-22,False,Medium
U0514,24,Male,Working Professional,Casual,3.0,21.0,Night,5.0,4,7,89,94,Neutral,Moderate (2-4h),Poor (<5h),91.5,23-27,False,Excellent
U0515,23,Female,Student,Simulation,5.4,37.8,Night,8.1,8,9,64,69,Neutral,Heavy (4-6h),Good (7h+),66.5,23-27,True,Medium
U0516,28,Female,Working Professional,Puzzle,5.7,39.9,Evening,5.0,7,9,64,59,Negative,Heavy (4-6h),Poor (<5h),61.5,28-32,True,Medium
U0517,22,Male,Student,Simulation,4.6,32.2,Night,7.8,6,4,67,63,Neutral,Heavy (4-6h),Good (7h+),65.0,18-22,False,Medium
U0518,18,Female,Student,Casual,2.0,14.0,Evening,6.8,5,7,69,67,Neutral,Light (0-2h),Adequate (5-7h),68.0,18-22,False,Medium
U0519,30,Female,Working Professional,Strategy,1.2,8.4,Morning,7.9,9,8,78,75,Positive,Light (0-2h),Good (7h+),76.5,28-32,True,High
U0520,24,Male,Student,Strategy,1.6,11.2,Evening,4.6,2,5,81,79,Neutral,Light (0-2h),Poor (<5h),80.0,23-27,False,High
U0521,31,Female,Student,Simulation,5.3,37.1,Night,6.5,7,9,84,82,Neutral,Heavy (4-6h),Adequate (5-7h),83.0,28-32,True,High
U0522,35,Male,Student,Sports,5.0,35.0,Evening,7.4,8,7,91,95,Neutral,Heavy (4-6h),Good (7h+),93.0,33+,True,Excellent
U0523,19,Female,Student,Strategy,5.0,35.0,Evening,4.7,5,7,89,90,Negative,Heavy (4-6h),Poor (<5h),89.5,18-22,False,High
U0524,27,Male,Student,Sports,2.9,20.3,Night,8.0,6,6,65,66,Neutral,Moderate (2-4h),Good (7h+),65.5,23-27,False,Medium
U0525,22,Female,Working Professional,Puzzle,3.0,21.0,Evening,7.4,3,4,92,95,Neutral,Moderate (2-4h),Good (7h+),93.5,18-22,False,Excellent
U0526,28,Male,Student,Action,0.6,4.2,Morning,6.3,5,6,60,59,Neutral,Light (0-2h),Adequate (5-7h),59.5,28-32,False,Low
U0527,23,Female,Working Professional,Action,4.4,30.8,Morning,7.0,3,7,79,82,Neutral,Heavy (4-6h),Adequate (5-7h),80.5,23-27,False,High
U0528,19,Female,Working Professional,Puzzle,5.5,38.5,Night,6.8,4,4,64,61,Neutral,Heavy (4-6h),Adequate (5-7h),62.5,18-22,False,Medium
U0529,18,Female,Student,Sports,4.7,32.9,Evening,6.3,4,3,63,61,Neutral,Heavy (4-6h),Adequate (5-7h),62.0,18-22,False,Medium
U0530,24,Female,Working Professional,Sports,5.2,36.4,Evening,6.7,2,7,86,84,Neutral,Heavy (4-6h),Adequate (5-7h),85.0,23-27,False,High
U0531,35,Male,Student,Strategy,0.9,6.3,Morning,6.9,5,7,72,76,Neutral,Light (0-2h),Adequate (5-7h),74.0,33+,False,Medium
